WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (19454337.5895151 -4388128.5153657)",115800,Manly East,1.57463079,1.57463079,1757468.8425,5944351.17875,-36.63338986,174.76128799,19454337.5895,-4388128.51537
"POINT (19434569.8975422 -4405442.9298718)",115900,Riverhead,4.05197196,4.05197196,1741362.72535,5930792.12665,-36.75810331,174.58371179,19434569.8975,-4405442.92987
"POINT (19461235.9844716 -4384204.56203953)",116000,Army Bay,6.21560447,6.21560447,1763069.3753,5947386.4881,-36.60509803,174.82325733,19461235.9845,-4384204.56204
"POINT (19433552.1107544 -4408010.62424967)",116100,Kumeu Rural East,14.92218201,14.92218201,1740512.83595,5928755.67755,-36.77658085,174.57456886,19433552.1108,-4408010.62425
"POINT (19458199.4927794 -4386714.4701234)",116200,Gulf Harbour South,2.42885442,2.67530904,1760591.95415,5945424.6593,-36.62319574,174.79598006,19458199.4928,-4386714.47012
"POINT (19438146.7521629 -4405021.7842208)",116300,Paremoremo West,9.47118767,9.47118767,1744236.6815,5931080.45675,-36.75507226,174.61584322,19438146.7522,-4405021.78422
"POINT (19431290.1813629 -4414275.72615833)",116400,Taupaki,27.20363525,27.20363525,1738618.17835,5923785.65835,-36.82164682,174.5542496,19431290.1814,-4414275.72616
"POINT (19451196.3343721 -4395909.94179367)",116500,Long Bay,2.78715748,2.78715748,1754833.35195,5938176.2042,-36.68946348,174.73306962,19451196.3344,-4395909.94179
"POINT (19443085.1110409 -4404292.09950746)",116600,Paremoremo East,11.60727229,11.60727229,1748207.03365,5931595.3496,-36.74982031,174.66020526,19443085.111,-4404292.09951
"POINT (19446848.6752624 -4399867.27967427)",116700,Albany Heights,3.10401049,3.10401049,1751287.90785,5935076.60115,-36.71796472,174.69401393,19446848.6753,-4399867.27967
"POINT (19450557.3215924 -4397358.87734297)",116800,Awaruku,1.52194123,1.52194123,1754299.59625,5937027.59805,-36.69990012,174.72732927,19450557.3216,-4397358.87734
"POINT (19449384.0792209 -4398771.41441037)",116900,Fairview Heights,1.60195262,1.60195262,1753337.8267,5935915.8904,-36.71007322,174.71678985,19449384.0792,-4398771.41441
"POINT (19438768.7449575 -4410102.0213516)",117000,Whenuapai,19.68007147,19.68007147,1744666.75385,5927016.51215,-36.79162758,174.62143068,19438768.745,-4410102.02135
"POINT (19425252.2570576 -4425005.85212842)",117100,Waitakere Ranges North,86.79304966,86.79304966,1733646.01615,5915306.9275,-36.89876888,174.50001,19425252.2571,-4425005.85213
"POINT (19453184.4494737 -4396695.7957624)",117200,Torbay,1.43387594,1.43387594,1756417.60455,5937519.20065,-36.69512414,174.75092916,19453184.4495,-4396695.79576
"POINT (19448053.2912039 -4401289.04267799)",117300,Albany Central,3.21005397,3.21005397,1752234.19395,5933923.72665,-36.72820186,174.70483518,19448053.2912,-4401289.04268
"POINT (19446165.8364724 -4403131.68132246)",117400,Albany West,2.05684939,2.05684939,1750694.09635,5932478.8368,-36.7414674,174.68787988,19446165.8365,-4403131.68132
"POINT (19452029.1137326 -4397553.69696149)",117500,Glamorgan,0.95916761,0.95916761,1755477.9144,5936850.5582,-36.70130329,174.7405506,19452029.1137,-4397553.69696
"POINT (19449972.1539912 -4399674.83772378)",117600,Oteha East,0.7675859,0.7675859,1753796.7338,5935185.65945,-36.71657898,174.72207262,19449972.154,-4399674.83772
"POINT (19450940.1536252 -4398991.39830908)",117700,Northcross,1.07045666,1.07045666,1754583.26885,5935717.6728,-36.71165743,174.7307683,19450940.1536,-4398991.39831
"POINT (19449392.7172465 -4400437.03817392)",117800,Oteha West,0.52993903,0.52993903,1753320.9127,5934585.1133,-36.72206732,174.71686745,19449392.7172,-4400437.03817
"POINT (19452457.2591969 -4398296.11492162)",117900,Waiake,1.24892146,1.24892146,1755810.70695,5936251.1051,-36.70665026,174.7443967,19452457.2592,-4398296.11492
"POINT (19429785.0958731 -4419190.32286967)",118000,Waitakere,15.29077813,15.29077813,1737349.0404,5919885.2841,-36.85697982,174.54072919,19429785.0959,-4419190.32287
"POINT (19448571.7399251 -4402764.3853302)",118100,Albany South,1.48565737,1.48565737,1752629.0717,5932737.9405,-36.73882334,174.70949248,19448571.7399,-4402764.38533
"POINT (19450848.6691272 -4400398.42839267)",118200,Browns Bay South West,1.15033555,1.15033555,1754489.56485,5934594.9411,-36.72178932,174.72994649,19450848.6691,-4400398.42839
"POINT (19452331.0647693 -4399355.00391983)",118300,Browns Bay Central,1.18361569,1.18361569,1755694.0503,5935406.94585,-36.71427585,174.74326307,19452331.0648,-4399355.00392
"POINT (19446058.9566964 -4405183.00144197)",118400,Schnapper Rock,2.21506546,2.21506546,1750579.50565,5930842.26355,-36.75623258,174.68691977,19446058.9567,-4405183.00144
"POINT (19450145.8164025 -4401724.43684871)",118500,Pinehill,1.62934248,1.62934248,1753906.6108,5933545.9107,-36.73133656,174.72363265,19450145.8164,-4401724.43685
"POINT (19449188.1452917 -4403803.68789632)",118600,North Harbour,5.48639767,5.48639767,1753108.632,5931899.09255,-36.74630474,174.71502975,19449188.1453,-4403803.6879
"POINT (19451712.3929005 -4400810.66581656)",118700,Browns Bay South East,0.85629308,0.85629308,1755176.5514,5934253.0953,-36.72475755,174.73770545,19451712.3929,-4400810.66582
"POINT (19437025.9008041 -4413299.59859216)",118800,Westgate Central,1.8634158,1.8634158,1743226.922,5924488.46785,-36.81462711,174.60577445,19437025.9008,-4413299.59859
"POINT (19444570.3567119 -4407587.19713478)",118900,Greenhithe West,2.72201146,2.72201146,1749352.1879,5928943.74565,-36.77353411,174.67354745,19444570.3567,-4407587.19713
"POINT (19452779.7762285 -4400643.52465971)",119000,Rothesay Bay,0.86585503,0.86585503,1756035.31005,5934371.032,-36.7235541,174.74729392,19452779.7762,-4400643.52466
"POINT (19446326.7471729 -4406276.62464871)",119100,Greenhithe East,1.4377182,1.4377182,1750778.84255,5929965.28915,-36.7641032,174.68932537,19446326.7472,-4406276.62465
"POINT (19439514.3410336 -4412637.62789068)",119200,Hobsonville,2.17407942,2.17407942,1745229.936,5924982.9193,-36.80986626,174.62812848,19439514.341,-4412637.62789
"POINT (19448074.4249311 -4416579.62157909)",119300,Inlet Waitemata Harbour,0,79.36815183,1752033.6043,5921718.4926,-36.83821248,174.70502503,19448074.4249,-4416579.62158
"POINT (19446881.091004 -4407321.39031988)",119400,Greenhithe South,3.64452286,3.64452286,1751208.5738,5929123.3359,-36.77162145,174.69430513,19446881.091,-4407321.39032
"POINT (19452162.3655581 -4401785.85357665)",119500,Murrays Bay West,0.95565783,0.95565783,1755523.38285,5933467.5887,-36.73177873,174.74174762,19452162.3656,-4401785.85358
"POINT (19437264.6572929 -4415035.15042988)",119600,Westgate South,1.70943132,1.70943132,1743394.94625,5923100.62715,-36.82710769,174.60791923,19437264.6573,-4415035.15043
"POINT (19451487.312203 -4402893.41671346)",119700,Windsor Park,0.8358418,0.8358418,1754965.8283,5932592.81865,-36.73975221,174.73568351,19451487.3122,-4402893.41671
"POINT (19438892.2753533 -4413869.69986061)",119800,West Harbour West,1.96049692,1.96049692,1744714.74965,5924008.361,-36.81872701,174.62254037,19438892.2754,-4413869.69986
"POINT (19448773.2374726 -4405548.59912047)",119900,Unsworth Heights West,0.74886125,0.74886125,1752750.95205,5930511.7084,-36.75886381,174.71130257,19448773.2375,-4405548.59912
"POINT (19453261.3019981 -4401681.89835101)",120000,Murrays Bay East,0.69854186,0.69854186,1756406.45885,5933534.54375,-36.7310303,174.75161954,19453261.302,-4401681.89835
"POINT (19434900.0017132 -4418303.43192842)",120100,Birdwood West,5.93628175,5.93628175,1741457.1374,5920525.4689,-36.85060481,174.58667717,19434900.0017,-4418303.43193
"POINT (19443253.9570327 -4410837.20929998)",120200,Hobsonville Point,3.53881189,3.53881189,1748251.704,5926368.06585,-36.79691625,174.66172203,19443253.957,-4410837.2093
"POINT (19440506.4810918 -4412731.35823335)",120300,West Harbour Clearwater Cove,1.35746453,1.67756469,1746023.7206,5924894.5531,-36.81054038,174.63704103,19440506.4811,-4412731.35823
"POINT (19449716.1278597 -4405155.19127672)",120400,Unsworth Heights East,1.10807496,1.10807496,1753512.7051,5930812.2789,-36.75603242,174.71977269,19449716.1279,-4405155.19128
"POINT (19452696.8888877 -4402731.83907467)",120500,Mairangi Bay North,0.92453074,0.92453074,1755938.3928,5932704.22225,-36.73858904,174.74654933,19452696.8889,-4402731.83907
"POINT (19437053.2896774 -4416702.83911327)",120600,Massey Central,0.88452792,0.88452792,1743203.24295,5921773.20195,-36.83909835,174.60602048,19437053.2897,-4416702.83911
"POINT (19440497.4415891 -4413771.86112277)",120700,West Harbour Luckens Point,0.9837843,0.9837843,1746002.25995,5924064.4891,-36.81802341,174.63695983,19440497.4416,-4413771.86112
"POINT (19452930.4736639 -4403469.99439009)",120800,Mairangi Bay South,0.80141814,0.80141814,1756114.98975,5932111.2849,-36.74390273,174.74864765,19452930.4737,-4403469.99439
"POINT (19437779.653891 -4416035.31938369)",120900,Massey Royal Road West,0.89641575,0.89641575,1743794.0881,5922295.84,-36.83429912,174.61254552,19437779.6539,-4416035.31938
"POINT (19449003.8700383 -4407095.49058759)",121000,Bayview East,1.3746752,1.3746752,1752913.78585,5929273.37085,-36.76999591,174.71337437,19449003.87,-4407095.49059
"POINT (19433162.4231101 -4422545.89708501)",121100,Swanson Rural,15.14912979,15.14912979,1740009.7928,5917165.8161,-36.881095,174.57106823,19433162.4231,-4422545.89709
"POINT (19451508.7364241 -4405048.50581817)",121200,Sunnynook South,0.80161344,0.80161344,1754951.8081,5930871.51615,-36.75526458,174.73587597,19451508.7364,-4405048.50582
"POINT (19452156.3562313 -4404437.74369502)",121300,Sunnynook North,0.74464289,0.74464289,1755480.03775,5931349.784,-36.75086862,174.74169364,19452156.3562,-4404437.7437
"POINT (19448029.5650108 -4407918.67028732)",121400,Bayview West,0.73414884,0.73414884,1752120.89155,5928630.1744,-36.77591921,174.70462204,19448029.565,-4407918.67029
"POINT (19450865.1716938 -4405658.98702391)",121500,Totara Vale North,0.86679243,0.86679243,1754426.8936,5930393.4106,-36.75965827,174.73009473,19450865.1717,-4405658.98702
"POINT (19439471.7845375 -4415230.44765267)",121600,Royal Heights North,1.4951159,1.4951159,1745160.604,5922914.89565,-36.82851197,174.62774619,19439471.7845,-4415230.44765
"POINT (19437210.1424211 -4418203.4448571)",121700,Massey West,1.18469773,1.18469773,1743308.7514,5920574.26965,-36.84988607,174.60742952,19437210.1424,-4418203.44486
"POINT (19445977.8742204 -4410331.2150219)",121800,Beach Haven West,1.20746209,1.20746209,1750442.05415,5926733.6702,-36.79327636,174.68619139,19445977.8742,-4410331.21502
"POINT (19450379.9643394 -4406517.00671171)",121900,Totara Vale South,0.8961397,0.8961397,1754025.45335,5929715.38115,-36.76583308,174.72573604,19450379.9643,-4406517.00671
"POINT (19434672.0840439 -4420291.73607082)",122000,Swanson,1.89457019,1.89457019,1741248.28095,5918942.9896,-36.86489607,174.58462975,19434672.084,-4420291.73607
"POINT (19447914.6795023 -4408760.2972208)",122100,Bayview South,0.93345761,0.93345761,1752016.82135,5927959.99175,-36.78197477,174.70359001,19447914.6795,-4408760.29722
"POINT (19453779.3729701 -4404254.41305462)",122200,Campbells Bay,1.74294503,1.74294503,1756784.37135,5931472.4004,-36.74954905,174.75627345,19453779.373,-4404254.41305
"POINT (19439535.9973647 -4416209.07239971)",122300,Royal Heights South,1.13131504,1.13131504,1745198.7462,5922133.3819,-36.83554837,174.62832303,19439535.9974,-4416209.0724
"POINT (19446801.6258189 -4410248.67503116)",122400,Beach Haven East,1.12103775,1.12103775,1751103.4936,5926787.87805,-36.79268258,174.69359128,19446801.6258,-4410248.67503
"POINT (19438673.0840151 -4417312.68250456)",122500,Massey East,1.14447088,1.14447088,1744492.5388,5921264.8845,-36.84348264,174.62057134,19438673.084,-4417312.6825
"POINT (19452695.8285891 -4405315.12221775)",122600,Forrest Hill North,0.73717907,0.73717907,1755899.90735,5930641.3102,-36.75718347,174.7465398,19452695.8286,-4405315.12222
"POINT (19450477.6384185 -4407635.39211093)",122700,Glenfield North,0.80678426,0.80678426,1754087.6608,5928821.11705,-36.7738809,174.72661346,19450477.6384,-4407635.39211
"POINT (19447617.8741684 -4410387.63856499)",122800,Birkdale North,1.38573801,1.38573801,1751755.78545,5926665.36055,-36.79368225,174.70092376,19447617.8742,-4410387.63856
"POINT (19438193.030851 -4418212.32207649)",122900,Massey South,1.38681668,1.38681668,1744095.87005,5920553.90475,-36.84994988,174.61625895,19438193.0309,-4418212.32208
"POINT (19436628.6543088 -4419618.68932556)",123000,Ranui North,1.02923012,1.02923012,1742824.0784,5919453.51015,-36.86005874,174.60220592,19436628.6543,-4419618.68933
"POINT (19449507.4292846 -4408858.76348096)",123100,Glenfield West,0.9701519,0.9701519,1753292.26,5927858.56035,-36.78268321,174.71789792,19449507.4293,-4408858.76348
"POINT (19441819.1057416 -4414958.31759838)",123200,Te Atatu Peninsula North West,1.11259918,1.11259918,1747044.95305,5923099.7422,-36.82655522,174.64883254,19441819.1057,-4414958.3176
"POINT (19448951.1249414 -4409794.73847728)",123300,Glenfield South West,1.19104282,1.19104282,1752832.9163,5927119.48915,-36.78941699,174.71290056,19448951.1249,-4409794.73848
"POINT (19452539.4686169 -4406951.30626955)",123400,Forrest Hill West,1.23523515,1.23523515,1755750.69655,5929337.24865,-36.76895837,174.7451352,19452539.4686,-4406951.30627
"POINT (19451359.0959969 -4407590.15724827)",123500,Wairau Valley,2.56373017,2.56373017,1754795.0247,5928844.44535,-36.77355541,174.73453173,19451359.096,-4407590.15725
"POINT (19453329.3370113 -4406306.00486683)",123600,Forrest Hill East,0.92449513,0.92449513,1756393.4501,5929840.86795,-36.76431463,174.7522307,19453329.337,-4406306.00487
"POINT (19454392.7352199 -4405761.99347863)",123700,Castor Bay,1.44377056,1.44377056,1757254.1358,5930259.56285,-36.76039959,174.76178337,19454392.7352,-4405761.99348
"POINT (19436858.8091105 -4420431.31656499)",123800,Ranui Domain,0.87018239,0.87018239,1742997.50795,5918802.4539,-36.86589923,174.60427343,19436858.8091,-4420431.31656
"POINT (19446868.8616834 -4412259.66318223)",123900,Beach Haven South,1.34039733,1.34039733,1751128.95255,5925182.10175,-36.80714782,174.69419527,19446868.8617,-4412259.66318
"POINT (19450395.6550492 -4409153.54438747)",124000,Glenfield Central,1.12786017,1.12786017,1754000.06785,5927610.44995,-36.78480405,174.72587699,19450395.655,-4409153.54439
"POINT (19422382.9084812 -4433792.66688945)",124100,Piha,5.23830468,5.23830468,1731241.0881,5908342.64105,-36.96186554,174.47423421,19422382.9085,-4433792.66689
"POINT (19435706.6781637 -4421205.34395059)",124200,Ranui South West,0.73694345,0.73694345,1742064.6067,5918200.769,-36.87146189,174.59392367,19435706.6782,-4421205.34395
"POINT (19438384.3671661 -4419505.94171936)",124300,Henderson Larnoch,0.96975579,0.96975579,1744231.64235,5919519.7075,-36.85924837,174.61797776,19438384.3672,-4419505.94172
"POINT (19448365.5919832 -4411324.54495614)",124400,Birkdale South,1.40729671,1.40729671,1752341.76,5925906.97485,-36.80042176,174.70764062,19448365.592,-4411324.54496
"POINT (19442142.7700556 -4416279.83454212)",124500,Te Atatu Peninsula Central,1.11370438,1.11370438,1747286.0476,5922041.0923,-36.83605713,174.65174006,19442142.7701,-4416279.83454
"POINT (19451365.2394175 -4408522.23683405)",124600,Glenfield East,0.61847921,0.61847921,1754786.45995,5928100.3067,-36.78026196,174.73458692,19451365.2394,-4408522.23683
"POINT (19432951.5399428 -4426070.37659442)",124700,Henderson Valley,15.02367834,15.02367834,1739794.7584,5914359.42415,-36.90641583,174.56917384,19432951.5399,-4426070.37659
"POINT (19441613.3514439 -4418041.55899668)",124800,Te Atatu Peninsula West,1.42485167,1.42485167,1746837.7087,5920643.2916,-36.84872236,174.64698422,19441613.3514,-4418041.559
"POINT (19439067.3960992 -4419582.50507506)",124900,Henderson Lincoln West,0.8979807,0.8979807,1744777.60575,5919449.36965,-36.85979867,174.62411351,19439067.3961,-4419582.50508
"POINT (19436904.1675578 -4421264.97910265)",125000,Ranui South East,0.94515226,0.94515226,1743022.65775,5918137.15975,-36.87189045,174.6046809,19436904.1676,-4421264.9791
"POINT (19440176.2205827 -4419040.20221806)",125100,Henderson Lincoln East,1.94435988,1.94435988,1745672.9993,5919866.66465,-36.85590078,174.63407425,19440176.2206,-4419040.20222
"POINT (19448947.9505616 -4412153.21894835)",125200,Birkenhead West,2.26268676,2.26268676,1752796.65715,5925237.35075,-36.80638223,174.71287204,19448947.9506,-4412153.21895
"POINT (19442641.0847079 -4417308.95436315)",125300,Te Atatu Peninsula East,1.80961684,1.80961684,1747671.01345,5921213.3436,-36.84345584,174.6562165,19442641.0847,-4417308.95436
"POINT (19454215.8757131 -4407276.49397714)",125400,Milford West,0.83338076,0.83338076,1757090.072,5929053.0179,-36.77129839,174.76019462,19454215.8757,-4407276.49398
"POINT (19453477.2752316 -4408007.56567737)",125500,Westlake,0.68702661,0.68702661,1756487.1798,5928480.27615,-36.77655884,174.75355966,19453477.2752,-4408007.56568
"POINT (19452390.0535827 -4409881.03439166)",125600,Hillcrest North (Auckland),0.979803,0.979803,1755588.266,5927000.7991,-36.79003781,174.74379298,19452390.0536,-4409881.03439
"POINT (19439018.5874114 -4420615.74342291)",125700,Henderson Lincoln South,1.35507716,1.35507716,1744724.5078,5918626.1683,-36.86722468,174.62367505,19439018.5874,-4420615.74342
"POINT (19450666.4058166 -4410972.09008822)",125800,Hillcrest West (Auckland),0.88492421,0.88492421,1754190.88265,5926155.1157,-36.7978865,174.72830919,19450666.4058,-4410972.09009
"POINT (19455136.3725528 -4407338.52412072)",125900,Milford Central,0.74357208,0.74357208,1757827.19425,5928989.8885,-36.77174474,174.76846358,19455136.3726,-4407338.52412
"POINT (19436970.4027207 -4422626.96907188)",126000,Summerland South,1.33401073,1.33401073,1743057.4325,5917050.4568,-36.88167753,174.6052759,19436970.4027,-4422626.96907
"POINT (19437881.2595521 -4421830.51642586)",126100,Summerland North,0.85091711,0.85091711,1743797.40795,5917673.0954,-36.87595448,174.61345826,19437881.2596,-4421830.51643
"POINT (19451545.2921159 -4410481.05563821)",126200,Hillcrest East (Auckland),1.06377776,1.06377776,1754902.4255,5926534.23485,-36.79435426,174.73620436,19451545.2921,-4410481.05564
